instance,votes,candidates,trivial,reductions,hull_val,hull_time,hull++_val,hull++_time,TMC_val,TMC_time,valtr_val,valtr_time,QCP_val,QCP_time,IR_val,IR_time
../PrefLib-Data/datasets/00004 - netflix/00004-00000001.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000002.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000003.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000004.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000005.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000006.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000007.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000008.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000009.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000010.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000011.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000012.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000013.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000014.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000015.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000016.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000017.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000018.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000019.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000020.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000021.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000022.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000023.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000024.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000025.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000026.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000027.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000028.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000029.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000030.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000031.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000032.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000033.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000034.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000035.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000036.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000037.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000038.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000039.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000040.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000041.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000042.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000043.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000044.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000045.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000046.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000047.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000048.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000049.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000050.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000051.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000052.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000053.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000054.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000055.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000056.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000057.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000058.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000059.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000060.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000061.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000062.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000063.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000064.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000065.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000066.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000067.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000068.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000069.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000070.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000071.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000072.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000073.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000074.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000075.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000076.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000077.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000078.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000079.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000080.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000081.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000082.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000083.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000084.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000085.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000086.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000087.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000088.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000089.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000090.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000091.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000092.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000093.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000094.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000095.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000096.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000097.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000098.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000099.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000100.soc,6,3,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000101.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000102.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000103.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000104.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000105.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000106.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000107.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000108.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000109.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000110.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000111.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000112.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000113.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000114.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000115.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000116.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000117.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000118.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000119.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000120.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000121.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000122.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000123.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000124.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000125.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000126.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000127.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000128.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000129.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000130.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000131.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000132.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000133.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000134.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000135.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000136.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000137.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000138.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000139.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000140.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000141.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000142.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000143.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000144.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000145.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000146.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000147.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000148.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000149.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000150.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000151.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000152.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000153.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000154.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000155.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000156.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000157.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000158.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000159.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000160.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000161.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000162.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000163.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000164.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000165.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000166.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000167.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000168.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000169.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000170.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000171.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000172.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000173.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000174.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000175.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000176.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000177.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000178.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000179.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000180.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000181.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000182.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000183.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000184.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000185.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000186.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000187.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000188.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000189.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000190.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000191.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000192.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000193.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000194.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000195.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000196.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000197.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000198.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000199.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00004 - netflix/00004-00000200.soc,24,4,False,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00006 - skate/00006-00000003.soc,9,14,None,,None,0.0418152511119843,None,0.137037817388773,None,0.0330927949398756,None,0.193625850602984,True,25.507809124887,None,None
../PrefLib-Data/datasets/00006 - skate/00006-00000004.soc,7,14,None,middle(7;13)|k-block(7;12),None,0.0145356152206659,None,0.0401797965168953,None,0.0180006679147482,None,0.0888894032686949,True,2.67818843759596,None,None
../PrefLib-Data/datasets/00006 - skate/00006-00000007.soc,9,23,None,,False,0.00482148677110672,False,0.00477997958660126,None,0.138743489980698,None,1.11387090943754,None,None,None,None
../PrefLib-Data/datasets/00006 - skate/00006-00000008.soc,9,23,None,,False,0.000941680744290352,False,0.000941280275583267,None,0.115088192746043,None,1.16974340751767,None,None,None,None
../PrefLib-Data/datasets/00006 - skate/00006-00000011.soc,9,20,None,k-block(9;19),False,0.013031080365181,False,0.0134809203445911,None,0.0903338845819235,None,0.770062606781721,None,None,None,None
../PrefLib-Data/datasets/00006 - skate/00006-00000012.soc,9,20,None,middle(9;19)|k-block(9;18),False,0.0129020977765322,False,0.0130994413048029,None,0.0535818804055452,None,0.550777649506927,None,None,None,None
../PrefLib-Data/datasets/00006 - skate/00006-00000018.soc,9,24,None,,False,0.0106888134032488,False,0.0107541549950838,None,0.144849481061101,None,1.54170717298985,None,None,None,None
../PrefLib-Data/datasets/00006 - skate/00006-00000021.soc,7,18,None,k-block(7;17),False,0.00151124782860279,False,0.00154933892190456,None,0.0315529946237803,None,0.555857824161649,None,None,None,None
../PrefLib-Data/datasets/00006 - skate/00006-00000022.soc,7,18,None,,False,0.000966006889939308,False,0.000982809811830521,None,0.0376587212085724,False,0.420426005497575,None,None,None,None
../PrefLib-Data/datasets/00006 - skate/00006-00000028.soc,9,24,None,,False,0.00160073675215244,False,0.00165826641023159,False,0.072035713121295,False,0.0640145260840654,None,None,None,None
../PrefLib-Data/datasets/00006 - skate/00006-00000029.soc,9,19,None,,False,0.00220693275332451,False,0.00222912430763245,None,0.104681134223938,None,0.890108648687601,None,None,None,None
