instance,votes,candidates,trivial,reductions,hull_val,hull_time,hull++_val,hull++_time,TMC_val,TMC_time,valtr_val,valtr_time,QCP_val,QCP_time,IR_val,IR_time
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000794.soc,19,351,None,,False,0.362193316221237,False,0.387628069147468,False,0.0089446846395731,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000795.soc,18,347,None,,False,0.344562817364931,False,0.345953369513154,False,0.00378675386309624,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000796.soc,16,351,None,k-block(16;350),False,0.378836797550321,False,0.34813386015594,False,0.0093708336353302,False,194.301080521196,None,None,False,18.9103216137737
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000797.soc,13,351,None,middle(13;350)|k-block(13;349),False,0.220354931429029,False,0.220199419185519,False,0.00899581611156464,False,108.465303203091,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000798.soc,6,351,None,middle(6;350)|k-block(6;349),False,0.343843523412943,False,0.345209630206227,False,0.0578101929277182,False,321.085984289646,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000799.soc,12,351,None,,False,0.344548150897026,False,0.227525006979704,False,0.00165423005819321,False,17.9235897213221,None,None,False,2429.22479857132
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000800.soc,21,351,None,,False,0.2246418222785,False,0.224522806704044,False,0.00497826933860779,None,None,None,None,False,2219.87120823562
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000801.soc,7,351,None,,False,0.348765937611461,False,0.353138448670507,False,0.00374608114361763,False,368.162739492953,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000802.soc,11,351,None,,False,0.392463183030486,False,0.392107158899307,False,0.00416672043502331,False,126.699982056394,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000803.soc,15,351,None,k-block(15;350),False,0.401053294539452,False,0.39848417788744,False,0.00543978251516819,False,69.6542918309569,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000804.soc,10,345,None,,False,0.227405967190862,False,0.229285903275013,False,0.00304186716675758,False,122.030098507181,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000805.soc,21,351,None,,False,0.34480382874608,False,0.344509813934565,False,0.00792313739657402,None,None,None,None,False,2973.20441320352
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000806.soc,14,351,None,,False,0.227231653407216,False,0.227282358333468,False,0.00645449012517929,False,86.9433899763972,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000807.soc,21,351,None,,False,0.350798364728689,False,0.355357909575105,False,0.00612294673919678,None,None,None,None,False,2743.84648196958
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000808.soc,1,351,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000809.soc,17,349,None,,False,0.347930388525128,False,0.346982000395656,False,0.00797846354544163,False,28.6747335996479,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000810.soc,21,351,None,,False,0.222644180059433,False,0.222448591142893,False,0.00569256022572517,None,None,None,None,False,814.217505214736
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000811.soc,7,351,None,middle(7;350)|k-block(7;349),False,0.351555658504367,False,0.351740995422006,False,0.00587734021246433,False,393.550698522478,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000812.soc,21,351,None,,False,0.230008298531175,False,0.22808170504868,False,0.00366208888590336,None,None,None,None,False,1.58340418152511
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000813.soc,12,351,None,k-block(12;350),False,0.394933233037591,False,0.3473832719028,False,0.00574132613837719,False,112.476183833554,None,None,False,2222.6333265584
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000814.soc,21,351,None,,False,0.224915282800794,False,0.224703021347523,False,0.00233348831534386,None,None,None,None,False,1570.79813180119
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000815.soc,11,349,None,,False,0.354454452171922,False,0.355464776977897,False,0.00387296825647354,False,113.941973591223,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000816.soc,21,345,None,,False,0.378026112914085,False,0.378777112811804,False,0.0241658762097359,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000817.soc,15,351,None,,False,0.37708193436265,False,0.35949482396245,False,0.00373805500566959,False,109.092361295596,None,None,False,3564.37407670356
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000818.soc,7,350,None,,False,0.295298956334591,False,0.223631136119366,False,0.00232611782848835,False,354.844559377059,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000819.soc,13,351,None,k-block(13;350),False,0.393602171912789,False,0.393825192004442,False,4.65334798954427,False,82.8235202599317,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000820.soc,18,350,None,,False,0.359241565689445,False,0.358889101073146,False,0.0048619732260704,None,None,None,None,False,557.224257914349
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000821.soc,18,351,None,,False,0.349936686456203,False,0.348808137699962,False,0.0145570244640112,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000822.soc,16,351,None,,False,0.356120200827718,False,0.356428120285273,False,0.0147928092628717,False,135.925642803311,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000823.soc,20,351,None,,False,0.357458904385567,False,0.390012627467513,False,0.00895705260336399,None,None,None,None,False,2318.86684334651
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000824.soc,21,351,None,,False,0.348908325657249,False,0.351615369319916,False,0.00597850047051907,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000825.soc,11,351,None,k-block(11;350),False,0.36046146415174,False,0.388118661940098,False,0.0198860857635736,False,94.5602201279253,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000826.soc,16,351,None,,False,0.345206990838051,False,0.342308171093464,False,0.00910435058176518,False,138.575930563733,None,None,False,1260.832325764
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000827.soc,12,351,None,,False,0.378324402496219,False,0.385920295491815,False,0.00411414168775082,False,135.442815935239,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000828.soc,6,351,None,,False,0.351626586169004,False,0.35650996118784,False,0.010094603523612,False,3422.94793166779,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000829.soc,16,351,None,,False,0.33214358612895,False,0.350873598828912,False,0.00584027357399464,False,85.5694554876536,None,None,False,3484.51623900607
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000830.soc,2,351,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000831.soc,7,347,None,,False,0.21849962323904,False,0.218672126531601,False,0.00234972313046455,False,628.173683132976,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000832.soc,21,351,None,,False,0.349060282111168,False,0.382887974381447,False,0.00893272459506989,False,924.964700151235,None,None,False,1941.62453722768
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000833.soc,20,351,None,k-block(20;350),False,0.228785578161478,False,0.226224772632122,False,0.00571976974606514,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000834.soc,13,351,None,k-block(13;350),False,0.224504394456744,False,0.220951497554779,False,0.00899815559387207,False,75.3150659445673,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000835.soc,5,351,None,middle(5;350)|k-block(5;349),False,0.35270251519978,False,0.350044835358858,False,0.153886718675494,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000836.soc,13,351,None,,False,0.230103187263012,False,0.230091644451022,False,0.00442315265536308,False,97.6889267228544,None,None,False,2085.14832468331
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000837.soc,6,345,None,k-block(6;342),False,0.335721319541335,False,0.336405670270324,False,0.00683670490980148,False,2947.77318788879,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000838.soc,14,12,None,,False,0.00105462968349457,False,0.00111470371484756,False,0.0118187014013529,False,0.0168311074376106,None,None,False,121.217804748565
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000839.soc,16,351,None,,False,0.35386061295867,False,0.351126296445727,False,0.00466499477624893,False,98.7426962591708,None,None,False,1762.00875207409
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000840.soc,16,350,None,k-block(16;349),False,0.344795597717166,False,0.344798123463988,False,0.00891238451004028,False,120.11767279543,None,None,False,2684.59415159933
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000841.soc,21,350,None,,False,0.341952562332153,False,0.342071386054158,False,0.00381399504840374,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000842.soc,7,351,None,,False,0.345996748656034,False,0.344300117343664,False,0.00587188825011253,False,439.914405953139,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000843.soc,13,351,None,,False,0.390695737674832,False,0.354087704792619,False,0.00948315858840942,False,99.7408408373594,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000844.soc,20,351,None,,False,0.35664388909936,False,0.356737695634365,False,0.00928936712443829,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000845.soc,16,351,None,,False,0.398690277710557,False,0.398652028292418,False,0.00550899468362331,False,159.719200031832,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000846.soc,1,351,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000847.soc,17,12,None,,False,0.0172976944595575,False,0.0180117283016443,None,0.35827038064599,False,0.0693593937903643,None,None,False,4.1838939897716
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000848.soc,17,351,None,,False,0.221748061478138,False,0.222067415714264,False,0.00165882892906666,False,37.6605296619237,None,None,False,13.7555401977152
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000849.soc,10,351,None,,False,0.348323883488774,False,0.349121747538447,False,0.00610333122313023,False,282.319357534871,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000850.soc,19,351,None,,False,0.360014762729406,False,0.356617854908109,False,0.0060240849852562,None,None,None,None,False,2338.03158047982
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000851.soc,16,351,None,,False,0.343861637637019,False,0.343910600990057,False,0.007107337936759,False,181.635307587683,None,None,False,357.607637820765
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000852.soc,16,351,None,,False,0.345213565975428,False,0.34830210916698,False,0.00486940145492554,False,177.281219406053,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000853.soc,15,351,None,,False,0.349512690678239,False,0.350035255774856,False,0.00492250546813011,False,114.769698383287,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000854.soc,3,351,None,middle(3;325)|k-block(3;324),None,9.34675335884094E-06,None,9.81800258159638E-06,False,0.0601413659751415,None,0.00602603144943714,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000855.soc,3,351,None,middle(3;347)|k-block(3;343),None,7.06315040588379E-06,None,1.00284814834595E-05,False,0.0699483416974545,None,0.00617484003305435,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000856.soc,12,351,None,,False,0.350522408261895,False,0.351112142205238,False,0.00496510043740273,False,166.520880516619,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000857.soc,16,351,None,,False,0.220746299251914,False,0.220689680427313,False,0.00442623160779476,False,118.845523627475,None,None,False,1264.54830262624
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000858.soc,20,351,None,,False,0.348671840503812,False,0.347163131460547,False,0.0049172081053257,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000859.soc,15,351,None,,False,0.349343592301011,False,0.348314376547933,False,0.00260316953063011,False,56.39762506634,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000860.soc,20,25,None,,False,0.074436541646719,False,0.0747915077954531,False,0.282426403835416,False,2.13418232649565,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000861.soc,9,351,None,,False,0.224970988929272,False,0.224944829940796,False,0.00571934133768082,False,141.911736670882,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000862.soc,11,351,None,k-block(11;350),False,0.33473352342844,False,0.341204417869449,False,0.00472537614405155,False,26.3628614991903,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000863.soc,18,12,None,,False,0.000790029764175415,False,0.000814618542790413,None,0.24503443017602,False,0.03956039249897,None,None,False,238.940505050123
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000864.soc,20,351,None,,False,0.371882881969214,False,0.34937491081655,False,0.00570278242230415,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000865.soc,14,351,None,,False,0.237777698785067,False,0.226193256676197,False,0.00572958029806614,False,176.154161352664,None,None,False,517.767249697819
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000866.soc,19,351,None,,False,0.223890583962202,False,0.224106442183256,False,0.00172768905758858,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000867.soc,9,351,None,,False,0.34368959441781,False,0.342586413025856,False,0.010426351800561,False,125.046653266996,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000868.soc,14,351,None,k-block(14;350),False,0.343932108953595,False,0.344660878181458,False,0.00697604939341545,False,56.9855481814593,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000869.soc,5,351,None,,False,0.371323999017477,False,0.347462330013514,False,0.00493636354804039,False,118.221174441278,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000870.soc,16,351,None,,False,0.357273222878575,False,0.356845824047923,False,0.00261489674448967,False,58.2024011164904,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000871.soc,11,351,None,,False,0.224392650648952,False,0.224548283964396,False,0.00167061388492584,False,177.301433658227,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000872.soc,10,351,None,k-block(10;350),False,0.347167033702135,False,0.345230329781771,False,0.00464095734059811,False,43.2488634418696,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000873.soc,18,351,None,,False,0.352124927565455,False,0.35357809253037,False,0.00494914315640926,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000874.soc,9,351,None,k-block(9;349),False,0.391642393544316,False,0.392219191417098,False,0.0175853464752436,False,136.596661845222,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000875.soc,20,351,None,,False,0.342672115191817,False,0.344904350116849,False,0.00477192178368568,None,None,None,None,False,924.410508517176
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000876.soc,14,351,None,,False,0.383161393925548,False,0.366752138361335,False,0.00370574928820133,False,19.5259712841362,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000877.soc,20,351,None,k-block(20;350),False,0.38775634393096,False,0.390078522264957,False,0.002952940762043,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000878.soc,1,351,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000879.soc,17,351,None,,False,0.346512496471405,False,0.382046986371279,False,0.0171852931380272,False,62.9038514625281,None,None,False,735.498021028936
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000880.soc,20,351,None,,False,0.234039010480046,False,0.234149096533656,False,0.00310642458498478,None,None,None,None,False,112.584983171895
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000881.soc,20,351,None,,False,0.386899357661605,False,0.387362347915769,False,0.00537595711648464,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000882.soc,20,351,None,,False,0.395381411537528,False,0.395110592246056,False,0.00797052122652531,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000883.soc,11,351,None,,False,0.349862610921264,False,0.349444692954421,False,0.00374826043844223,False,93.5887756682932,None,None,False,2343.30064152926
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000884.soc,19,351,None,,False,0.36145600117743,False,0.362049194052815,False,0.00272709876298904,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000885.soc,14,351,None,,False,0.357717778533697,False,0.389244917780161,False,0.00538419932126999,False,165.726254442707,None,None,False,2909.12153203413
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000886.soc,7,350,None,,False,0.338162999600172,False,0.338643927127123,False,0.00436816364526749,False,121.324052795768,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000887.soc,13,351,None,,False,0.397914843633771,False,0.399064173921943,False,0.00301997177302837,False,156.392304385081,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000888.soc,18,351,None,,False,0.354259802028537,False,0.354066396132112,False,0.00266191177070141,None,None,None,None,False,1811.63351324387
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000889.soc,17,351,None,,False,0.353389902040362,False,0.353895796462894,False,0.00597880408167839,False,50.2371531315148,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000890.soc,16,351,None,,False,0.385471671819687,False,0.38436564616859,False,0.0150867383927107,False,75.2733237221837,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000891.soc,20,351,None,,False,0.396762106567621,False,0.396638292819262,False,0.00798406638205051,None,None,None,None,False,1943.34716901369
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000892.soc,13,351,None,,False,0.370625078678131,False,0.370412908494473,False,0.0027045551687479,False,211.086208235472,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000893.soc,16,351,None,,False,0.351381003856659,False,0.353869095444679,False,0.0072078350931406,False,56.1481553744525,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000894.soc,11,351,None,,False,0.353858074173331,False,0.355021549388766,False,0.00592771917581558,False,35.0473021902144,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000895.soc,10,351,None,,False,0.386726476252079,False,0.385812498629093,False,0.00290554948151112,False,189.363979281858,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000896.soc,17,351,None,,False,0.399778410792351,False,0.398421559482813,False,0.00296944379806519,False,57.6906655821949,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000897.soc,11,351,None,k-block(11;350),False,0.348181001842022,False,0.349378474056721,False,0.00267603807151318,False,25.733702423051,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000898.soc,10,351,None,,False,0.350602751597762,False,0.348735071718693,False,0.0026125255972147,False,32.0787989757955,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000899.soc,20,351,None,,False,0.388092458248138,False,0.386976527050138,False,0.00295482017099857,None,None,None,None,False,665.051272187382
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000900.soc,20,351,None,,False,0.356086915358901,False,0.35602668300271,False,0.0060289092361927,None,None,None,None,False,2247.75267574005
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000901.soc,20,351,None,k-block(20;350),False,0.391835382208228,False,0.391957603394985,False,0.0103327911347151,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000902.soc,14,351,None,,False,0.362001601606607,False,0.395746184512973,False,0.00544661097228527,False,48.9336191490293,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000903.soc,11,351,None,,False,0.388229379430413,False,0.374728513881564,False,0.00291953422129154,False,42.3483835160732,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000904.soc,18,12,None,,False,0.0218494050204754,False,0.0227494612336159,None,0.246067255735397,False,0.076168354600668,None,None,False,71.656905496493
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000905.soc,16,351,None,,False,0.352596806362271,False,0.351330358535051,False,0.00589535012841225,False,55.0477278903127,None,None,False,1918.66755594499
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000906.soc,13,351,None,k-block(13;350),False,0.342058354988694,False,0.344060719013214,False,0.00995917804539204,False,345.769491579384,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000907.soc,16,351,None,k-block(16;350),False,0.226009538397193,False,0.225834770128131,False,0.00574724189937115,False,139.153947887942,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000908.soc,11,351,None,,False,0.343199253082275,False,0.344453804194927,False,0.00252196192741394,False,218.51586256735,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000909.soc,13,351,None,,False,0.224493551999331,False,0.228836588561535,False,0.00717721693217754,False,140.535592230037,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000910.soc,11,351,None,k-block(11;350),False,0.391945594921708,False,0.391602566465735,False,0.00913343578577042,False,120.611441290006,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000911.soc,19,351,None,,False,0.355669194832444,False,0.355998476967216,False,0.0180215071886778,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000912.soc,2,351,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000913.soc,11,351,None,,False,0.37462211959064,False,0.359499035403132,False,0.00727591849863529,False,71.0311846304685,None,None,False,3234.77705802955
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000914.soc,18,11,None,,False,0.0007020253688097,False,0.000750696286559105,None,0.333778200671077,False,0.0170932840555906,None,None,False,7.41322273015976
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000915.soc,20,351,None,,False,0.22151573933661,False,0.2216413654387,False,0.0037892684340477,None,None,None,None,False,221.198726702482
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000916.soc,14,351,None,middle(14;350)|k-block(14;349),False,0.340767316520214,False,0.342454178258777,False,0.0210624746978283,False,99.6202295012772,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000917.soc,19,351,None,,False,0.385408852249384,False,0.385963577777147,False,0.00782131217420101,None,None,None,None,False,34.8061693292111
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000918.soc,16,351,None,,False,0.352615665644407,False,0.352428682148457,False,0.0183690134435892,False,98.1215158607811,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000919.soc,15,351,None,k-block(15;350),False,0.383338833227754,False,0.38278897292912,False,0.00784690491855145,False,177.040708176792,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000920.soc,10,351,None,k-block(10;350),False,0.342357376590371,False,0.342905938625336,False,0.00586655549705029,False,160.70238644816,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000921.soc,16,351,None,,False,0.344979727640748,False,0.346545519307256,False,0.0127747859805822,False,195.117971803993,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000922.soc,9,351,None,,False,0.391567025333643,False,0.390960700809956,False,0.00667225755751133,False,60.6837834808975,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000923.soc,9,351,None,,False,0.343980900943279,False,0.345229715108871,False,0.00272108241915703,False,62.1903073005378,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000924.soc,13,351,None,,False,0.355855436995626,False,0.355960665270686,False,0.0104474667459726,False,132.970690857619,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000925.soc,15,351,None,,False,0.343541705980897,False,0.348741861060262,False,0.00609534233808517,False,146.708208622411,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000926.soc,20,351,None,,False,0.385970711708069,False,0.386733395978808,False,0.00780626200139523,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000927.soc,14,351,None,,False,0.342858694493771,False,0.343871887773275,False,0.00710558705031872,False,136.49152632989,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000928.soc,20,21,None,,False,0.00409830175340176,False,0.00409192964434624,False,0.00595770590007305,False,0.0988964680582285,None,None,False,6.63169575668871
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000929.soc,9,351,None,,False,0.351880762726069,False,0.349083188921213,False,0.0244572162628174,False,123.702142225578,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000930.soc,12,351,None,,False,0.35200047492981,False,0.352676581591368,False,0.00705247931182385,False,26.9444127958268,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000931.soc,12,351,None,,False,0.358543362468481,False,0.358669789507985,False,0.0103745888918638,False,38.7750817649066,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000932.soc,17,11,None,,False,0.000482991337776184,False,0.000470027327537537,False,0.0245454516261816,False,0.0140099842101336,None,None,False,27.0310853496194
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000933.soc,20,351,None,,False,0.346960345283151,False,0.346570607274771,False,0.00804115831851959,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000934.soc,16,351,None,k-block(16;350),False,0.354893749579787,False,0.353958070278168,False,0.00267845578491688,False,201.280328478664,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000935.soc,18,351,None,,False,0.354544030502439,False,0.343394258990884,False,0.00271708704531193,None,None,None,None,False,1729.07453802414
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000936.soc,11,351,None,,False,0.352967074140906,False,0.354160098358989,False,0.00608650967478752,False,30.5835163798183,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000937.soc,14,351,None,k-block(14;350),False,0.345389634370804,False,0.342300983145833,False,0.00712061673402786,False,171.306073153391,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000938.soc,11,351,None,k-block(11;350),False,0.339516440406442,False,0.345374792814255,False,0.00611245818436146,False,137.86680640094,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000939.soc,15,351,None,,False,0.381136694923043,False,0.379768960177898,False,0.0131264831870794,False,36.76878650859,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000940.soc,16,351,None,,False,0.391855480149388,False,0.391999572515488,False,0.00789896212518215,False,88.3125550914556,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000941.soc,2,351,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000942.soc,11,351,None,k-block(11;350),False,0.267786003649235,False,0.223485641181469,False,0.0017014816403389,False,87.5360987968743,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000943.soc,20,351,None,,False,0.391673991456628,False,0.350752023980022,False,0.0220025815069675,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000944.soc,12,351,None,,False,0.389655414968729,False,0.38976345025003,False,0.0029526948928833,False,195.415421294048,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000945.soc,11,350,None,,False,0.347152275964618,False,0.349157653748989,False,0.0121929366141558,False,78.0439628511667,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00000946.soc,18,351,None,,False,0.372076410800219,False,0.346437141299248,False,0.0103223714977503,None,None,None,None,False,469.004716996104
